Traffic_Level,ID,Delivery_person_ID,weather_description,Type_of_order,Type_of_vehicle,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,temperature,humidity,precipitation,Distance (km),TARGET
Very Low,4470,SURRES13DEL01,clear sky,Meal,scooter,25,4.9,21.170.096,72.789.122,21.180.096,72.799.122,23.6,44,0,2.69,61.16
Very Low,67F4,HYDRES06DEL01,broken clouds,Snack,electric_scooter,33,4.6,17.455.894,78.375.467,17.465.894,78.385.467,21.27,65,0,2.53,12.38
Very Low,3.10E+08,RANCHIRES19DEL01,clear sky,Drinks,scooter,27,4.9,23.333.017,853.172,23.343.017,853.272,17.7,68,0,2.21,15.83
Very Low,5433,HYDRES01DEL01,broken clouds,Drinks,motorcycle,33,4.7,17.410.371,78.437.225,17.420.371,78.447.225,21.36,65,0,3.22,18.55
Very Low,5A1F,SURRES05DEL01,clear sky,Snack,scooter,28,4.6,21.175.104,72.804.342,21.185.104,72.814.342,23.61,44,0,2.61,12.15
Very Low,5293,JAPRES14DEL01,haze,Snack,scooter,35,4.6,2.688.842,75.800.689,2.689.842,75.810.689,19.63,64,0,1.78,10.38
Very Low,E24A,BHPRES18DEL01,clear sky,Meal,motorcycle,38,4.8,23.234.631,77.401.663,23.244.631,77.411.663,18.52,56,0,1.86,61.66
Very Low,6A2E,HYDRES05DEL01,broken clouds,Snack,motorcycle,20,4.8,17.433.809,78.386.744,17.443.809,78.396.744,21.29,66,0,2.52,14.45
Very Low,E091,BHPRES13DEL01,clear sky,Buffet,scooter,22,4.6,23.230.791,7.743.702,23.240.791,7.744.702,18.35,57,0,3.18,11.31
Very Low,1780,VADRES010DEL01,clear sky,Buffet,scooter,28,4.8,22.310.329,73.169.083,22.320.329,73.179.083,22.96,42,0,2.9,12.23
Very Low,902E,COIMBRES010DEL01,mist,Drinks,scooter,21,4.7,11.003.008,7.697.544,11.013.008,7.698.544,24.9,73,0,2.09,18.15
Very Low,76BB,RANCHIRES16DEL01,clear sky,Meal,scooter,27,4.7,23.371.292,85.327.872,23.381.292,85.337.872,17.66,68,0,2.26,89.83
Very Low,3C20,PUNERES16DEL01,clear sky,Buffet,motorcycle,39,4.5,18.536.718,73.830.327,18.546.719,73.840.328,18.99,64,0,3.27,0.12
Very Low,D3CB,KOLRES19DEL02,haze,Snack,motorcycle,27,4.9,225.491,88.400.467,225.691,88.420.467,23,83,0,3.74,12.66
Very Low,A335,CHENRES17DEL01,mist,Drinks,motorcycle,37,4.1,13.045.479,8.023.311,13.055.479,8.024.311,26.42,88,0,2.83,21.63
Very Low,D8EE,DEHRES16DEL01,clear sky,Buffet,motorcycle,31,4.5,30.342.509,78.061.187,30.352.509,78.071.187,16.31,75,0,3.02,10.86
Very Low,9936,JAPRES07DEL02,haze,Buffet,scooter,27,4.8,26.766.536,75.837.333,26.786.536,75.857.333,20.2,68,0,3.82,12.95
Very Low,C365,BHPRES03DEL01,clear sky,Meal,electric_scooter,29,4.6,23.214.294,77.435.361,23.224.294,77.445.361,18.41,57,0,2.74,87.33
Very Low,1DFF,VADRES20DEL01,clear sky,Drinks,motorcycle,30,4.4,22.311.358,73.164.798,22.321.358,73.174.798,22.98,42,0,3.98,1.74
Very Low,7AEB,HYDRES01DEL01,broken clouds,Buffet,motorcycle,32,4.3,17.410.371,78.437.225,17.420.371,78.447.225,21.36,65,0,3.22,1.15
Very Low,A714,SURRES07DEL01,clear sky,Snack,motorcycle,31,5,21.170.798,72.790.489,21.180.798,72.800.489,23.61,44,0,1.6,91.83
Very Low,7213,HYDRES18DEL01,broken clouds,Buffet,motorcycle,25,4.9,17.450.851,78.379.347,17.460.851,78.389.347,21.26,65,0,3.48,1.33
Very Low,5D9A,JAPRES13DEL01,haze,Buffet,motorcycle,28,4.7,26.846.156,758.023,26.856.156,758.123,19.83,68,0,2.83,1.07
Very Low,2FB7,MYSRES04DEL01,broken clouds,Snack,scooter,27,5,12.3085,76.665.808,12.3185,76.675.808,18.1,81,0,1.84,11.11
Very Low,234E,PUNERES16DEL01,clear sky,Meal,motorcycle,36,4.5,18.536.718,73.830.327,18.546.719,73.840.328,19.23,65,0,3.27,75.16
Very Low,1.40E+07,CHENRES15DEL02,mist,Meal,motorcycle,24,4.4,13.026.286,80.275.235,13.046.286,80.295.235,26.53,87,0,3.19,10.93
Very Low,61DD,BANGRES06DEL01,mist,Drinks,scooter,23,4.9,12.979.096,77.640.625,12.989.096,77.650.625,19.54,92,0,1.79,17.48
Very Low,5.00E+04,JAPRES20DEL01,haze,Snack,motorcycle,25,4.5,26.956.431,75.776.649,26.966.431,75.786.649,19.49,68,0,2.44,12.91
Very Low,B952,HYDRES20DEL01,broken clouds,Drinks,scooter,26,4.3,17.483.216,78.552.111,17.493.216,78.562.111,21.43,64,0,2.64,20.75
Very Low,138F,COIMBRES19DEL01,mist,Meal,motorcycle,29,4.6,11.022.298,76.998.349,11.032.298,77.008.349,24.9,73,0,2.95,12.91
Very Low,9167,CHENRES03DEL01,mist,Snack,motorcycle,35,4.7,13.091.809,80.219.104,13.101.809,80.229.104,26.31,88,0,2.48,17.93
Very Low,B62E,RANCHIRES010DEL01,clear sky,Meal,motorcycle,22,4.5,23.354.422,853.329,23.364.422,853.429,17.72,68,0,1.64,61.33
Very Low,B1E1,JAPRES05DEL01,haze,Drinks,scooter,27,5,26.905.287,75.794.592,26.915.287,75.804.592,19.64,68,0,3.07,20.25
Very Low,D12F,ALHRES01DEL02,clear sky,Snack,motorcycle,37,4.9,25.454.648,81.834.502,25.474.648,81.854.502,22.26,54,0,3.55,13.85
Very Low,3.00E+27,BANGRES17DEL01,mist,Buffet,scooter,39,4.8,12.972.532,77.608.179,12.982.532,77.618.179,19.67,91,0,2.12,13.51
Very Low,9063,MYSRES19DEL01,scattered clouds,Drinks,motorcycle,38,4.8,12.334.022,76.618.203,12.344.022,76.628.203,18.04,81,0,2.15,18.08
Very Low,B13E,JAPRES03DEL01,haze,Drinks,motorcycle,22,3.5,26.913.483,75.803.139,26.923.483,75.813.139,19.6,68,0,1.92,18.26
Very Low,1A9A,JAPRES06DEL01,haze,Drinks,motorcycle,27,4.7,26.911.927,75.797.282,26.921.927,75.807.282,19.6,68,0,2.42,20.11
Very Low,2EA7,HYDRES19DEL01,broken clouds,Snack,motorcycle,22,4.7,17.458.998,78.500.366,17.468.998,78.510.366,21.32,64,0,2.13,12.25
Very Low,A8BF,PUNERES02DEL01,clear sky,Buffet,motorcycle,27,4.9,1.855.144,73.804.855,1.856.144,73.814.855,19.22,65,0,2.48,95.83
Very Low,8207,INDORES13DEL01,haze,Buffet,scooter,38,4.7,22.745.049,75.892.471,22.755.049,75.902.471,17.08,72,0,2.29,12.16
Very Low,3CC1,BANGRES13DEL01,mist,Snack,scooter,31,4.9,12.935.662,7.761.413,12.945.662,7.762.413,19.8,91,0,2.03,16.41
Very Low,A1C9,COIMBRES16DEL01,mist,Buffet,scooter,35,4.8,11.010.375,7.695.295,11.020.375,7.696.295,24.78,73,0,2.52,12.66
Very Low,D445,LUDHRES18DEL01,clear sky,Snack,scooter,23,4.8,30.890.184,75.829.615,30.900.184,75.839.615,18.99,57,0,2.45,12.26
Very Low,5056,RANCHIRES18DEL01,mist,Snack,motorcycle,32,5,23.351.489,85.324.253,23.361.489,85.334.253,16.05,94,0,2.28,15.21
Very Low,2119,COIMBRES02DEL01,mist,Meal,motorcycle,31,4.8,11.022.477,76.995.667,11.032.477,77.005.667,24.9,73,0,2.99,13.65
Very Low,B822,COIMBRES18DEL01,mist,Meal,motorcycle,36,4.6,1.102.091,76.940.432,1.103.091,76.950.432,24.77,73,0,2.31,11.23
Very Low,D0C5,DEHRES04DEL02,clear sky,Drinks,motorcycle,29,4.6,30.340.722,78.060.221,30.360.722,78.080.221,16.03,76,0,4.4,19.18
Very Low,143C,RANCHIRES11DEL01,mist,Meal,motorcycle,37,4.6,23.359.194,85.325.447,23.369.194,85.335.447,15.99,94,0,1.9,0.99
Very Low,A8D1,HYDRES17DEL01,broken clouds,Drinks,motorcycle,30,4.8,17.451.976,78.385.883,17.461.976,78.395.883,21.31,65,0,3.86,19.83
Very Low,23FB,INDORES01DEL01,haze,Snack,motorcycle,38,4.3,22.695.207,75.866.059,22.705.207,75.876.059,17.06,72,0,1.95,11.55
Very Low,B04E,HYDRES19DEL01,broken clouds,Snack,motorcycle,25,5,17.458.998,78.500.366,17.468.998,78.510.366,21.32,64,0,2.13,1.22
Very Low,2B90,MUMRES08DEL01,smoke,Meal,motorcycle,33,5,19.065.838,72.832.658,19.075.838,72.842.658,27.01,44,0,2.19,15.21
Very Low,7900,BANGRES06DEL01,mist,Snack,motorcycle,29,4.5,12.979.096,77.640.625,12.989.096,77.650.625,19.54,92,0,1.79,12.36
Very Low,A61D,JAPRES08DEL01,haze,Drinks,scooter,21,4.6,26.910.262,75.783.013,26.920.262,75.793.013,19.62,68,0,3.21,1.92
Very Low,967E,HYDRES16DEL01,broken clouds,Meal,scooter,22,4.9,17.440.827,78.393.391,17.450.827,78.403.391,21.32,65,0,2.5,1.04
Very Low,7FCD,RANCHIRES01DEL01,mist,Snack,scooter,24,4.5,23.416.792,85.316.842,23.426.792,85.326.842,16.12,94,0,3.81,17.55
Very Low,A70,CHENRES12DEL01,mist,Buffet,scooter,24,4.6,12.972.793,80.249.982,12.982.793,80.259.982,26.36,88,0,3.18,14.03
Very Low,11EC,PUNERES13DEL01,clear sky,Buffet,scooter,34,4.9,1.856.245,73.916.619,1.857.245,73.926.619,19.18,65,0,2.11,11.98
Very Low,3C5C,RANCHIRES09DEL01,clear sky,Drinks,electric_scooter,30,4.6,23.351.058,85.325.731,23.361.058,85.335.731,17.72,68,0,2.72,18.18
Very Low,78B5,JAPRES02DEL01,haze,Snack,motorcycle,27,4.9,26.914.142,75.805.704,26.924.142,75.815.704,19.62,68,0,2.54,12.73
Very Low,9209,JAPRES02DEL01,haze,Snack,scooter,32,4.5,26.914.142,75.805.704,26.924.142,75.815.704,19.62,68,0,2.54,12.73
Very Low,362F,COIMBRES12DEL01,mist,Buffet,motorcycle,38,4.9,11.000.762,76.981.876,11.010.762,76.991.876,24.9,73,0,2.51,14.18
Very Low,B449,MUMRES16DEL01,smoke,Snack,motorcycle,21,4.6,19.120.083,72.907.385,19.130.083,72.917.385,26.69,44,0,2.48,19.18
Very Low,128A,INDORES08DEL01,haze,Snack,motorcycle,24,4.2,22.725.748,75.898.497,22.735.747,75.908.497,17.03,72,0,2.18,15.43
Very Low,26B0,SURRES12DEL01,clear sky,Meal,scooter,33,4.7,21.183.434,72.814.492,21.193.434,72.824.492,23.39,44,0,2.2,8.25
Very Low,2.00E+55,RANCHIRES11DEL01,mist,Snack,scooter,33,4.5,23.359.194,85.325.447,23.369.194,85.335.447,15.99,94,0,1.9,13.88
Very Low,9C1E,PUNERES12DEL01,clear sky,Drinks,motorcycle,27,4.9,18.520.016,73.830.547,18.530.016,73.840.547,19.21,64,0,2.89,17.65
Very Low,ACA5,SURRES13DEL01,clear sky,Meal,electric_scooter,22,4.8,21.170.096,72.789.122,21.180.096,72.799.122,23.61,44,0,2.69,60.33
Very Low,8C94,PUNERES17DEL01,clear sky,Buffet,scooter,22,4.5,18.530.963,73.828.972,18.540.963,73.838.972,19.18,65,0,2.5,11.51
Very Low,75F4,HYDRES12DEL01,broken clouds,Snack,motorcycle,27,4.7,17.429.585,78.392.621,17.439.585,78.402.621,21.27,66,0,2.17,15.43
Very Low,3D53,SURRES13DEL02,clear sky,Snack,motorcycle,39,4.7,21.170.096,72.789.122,21.190.096,72.809.122,23.54,44,0,5.52,14.86
Very Low,B9D2,SURRES13DEL01,clear sky,Buffet,electric_scooter,23,4.9,21.170.096,72.789.122,21.180.096,72.799.122,23.61,44,0,2.69,80.33
Very Low,CC1,HYDRES04DEL01,broken clouds,Buffet,motorcycle,22,4.8,17.411.028,78.329.645,17.421.028,78.339.645,21.24,67,0,1.83,0.96
Very Low,18F9,MUMRES17DEL01,smoke,Buffet,motorcycle,23,5,19.121.999,72.908.493,19.131.999,72.918.493,26.69,44,0,2.81,17.65
Very Low,6C28,MYSRES13DEL01,broken clouds,Buffet,motorcycle,29,3.6,12.310.972,76.659.264,12.320.972,76.669.264,18.18,81,0,2.49,11.71
Very Low,9B50,VADRES13DEL01,clear sky,Meal,motorcycle,35,4.5,22.310.237,73.158.921,22.320.237,73.168.921,22.98,42,0,2.5,0.66
Very Low,667A,MYSRES19DEL01,scattered clouds,Meal,scooter,38,4.9,12.334.022,76.618.203,12.344.022,76.628.203,18.04,81,0,2.15,91.16
Very Low,C1E5,KOLRES17DEL01,haze,Buffet,electric_scooter,23,5,22.569.358,88.433.452,22.579.358,88.443.452,23,83,0,2.46,13.45
Very Low,7E2F,RANCHIRES17DEL01,clear sky,Drinks,scooter,31,5,23.374.878,85.335.739,23.384.878,85.345.739,17.71,68,0,3.05,18.81
Very Low,840D,MUMRES01DEL01,smoke,Snack,scooter,38,4.8,1.912.663,72.829.976,1.913.663,72.839.976,26.92,44,0,2.15,18.96
Very Low,3BA1,RANCHIRES010DEL01,clear sky,Meal,electric_scooter,35,4.8,23.354.422,853.329,23.364.422,853.429,17.72,68,0,1.83,61.33
Very Low,6733,BANGRES12DEL01,mist,Drinks,motorcycle,36,4.2,12.939.496,77.625.999,12.949.496,77.635.999,19.75,91,0,2.41,21.63
Very Low,155B,COIMBRES20DEL01,mist,Drinks,scooter,30,4.7,10.994.136,76.963.303,11.004.136,76.973.303,23.88,78,0,2.29,20.18
Very Low,C548,LUDHRES14DEL01,clear sky,Meal,scooter,21,4.7,30.892.978,75.821.847,30.902.978,75.831.847,19,57,0,2.18,72.83
Very Low,1D8A,SURRES08DEL02,clear sky,Meal,motorcycle,38,4,21.173.343,72.792.731,21.193.343,72.812.731,23.54,44,0,3.97,10.25
Very Low,4A26,COIMBRES01DEL01,mist,Buffet,motorcycle,25,4.7,11.016.298,76.972.076,11.026.298,76.982.076,24.9,73,0,2.01,12.71
Very Low,741A,SURRES03DEL01,clear sky,Meal,motorcycle,31,4.7,21.186.884,72.793.616,21.196.884,72.803.616,23.46,43,0,1.75,62.33
Very Low,659E,COIMBRES04DEL01,mist,Meal,motorcycle,25,5,11.024.839,77.007.003,11.034.839,77.017.003,24.87,73,0,2.29,10.31
Very Low,C8CF,LUDHRES13DEL01,clear sky,Drinks,motorcycle,20,5,30.893.234,7.582.172,30.903.234,7.583.172,19,57,0,2.08,15.96
Very Low,A57B,JAPRES16DEL01,haze,Buffet,scooter,35,4.7,26.849.596,75.800.512,26.859.596,75.810.512,19.83,68,0,2.43,89.66
Very Low,A7E,RANCHIRES15DEL01,clear sky,Snack,motorcycle,29,4.6,23.369.746,8.533.982,23.379.746,8.534.982,17.71,68,0,1.9,10.61
Very Low,F39,MYSRES01DEL01,broken clouds,Meal,scooter,24,4.8,12.311.072,76.654.878,12.321.072,76.664.878,18.15,81,0,3.15,10.98
Very Low,D225,LUDHRES13DEL01,clear sky,Snack,scooter,25,4.6,30.893.234,7.582.172,30.903.234,7.583.172,19,57,0,2.08,10.96
Very Low,5660,HYDRES12DEL01,broken clouds,Drinks,motorcycle,22,4.5,17.429.585,78.392.621,17.439.585,78.402.621,21.27,66,0,2.17,20.76
Very Low,77D6,PUNERES010DEL01,clear sky,Snack,scooter,38,4.7,18.539.299,73.897.902,18.549.299,73.907.902,19.34,64,0,2.79,14.76
Very Low,8357,VADRES13DEL02,clear sky,Drinks,motorcycle,26,4.9,22.310.237,73.158.921,22.330.237,73.178.921,22.93,42,0,4.83,19.96
Very Low,63F4,MUMRES16DEL01,smoke,Drinks,motorcycle,36,4.8,19.120.083,72.907.385,19.130.083,72.917.385,26.69,44,0,2.48,24.56
Very Low,31F7,HYDRES06DEL01,broken clouds,Snack,motorcycle,22,4.5,17.455.894,78.375.467,17.465.894,78.385.467,21.27,65,0,2.53,1.24
Very Low,278C,COIMBRES13DEL02,mist,Buffet,motorcycle,26,4.2,11.003.669,76.976.494,11.023.669,76.996.494,24.95,73,0,3.79,14.73
Very Low,3611,CHENRES06DEL02,mist,Drinks,electric_scooter,28,4.6,13.054.347,80.257.221,13.074.347,80.277.221,26.45,88,0,4.41,2.29
Very Low,76E,PUNERES05DEL02,clear sky,Meal,motorcycle,29,4.6,18.543.626,73.905.101,18.563.626,73.925.101,19.24,64,0,4.82,10.78
Very Low,7393,MYSRES20DEL01,scattered clouds,Drinks,motorcycle,27,4.8,12.337.978,76.616.792,12.347.978,76.626.792,18.07,81,0,2.83,19.36
Very Low,C5C2,KOCRES07DEL01,scattered clouds,Drinks,scooter,38,4.6,9.985.697,76.281.128,9.995.697,76.291.128,23,84,0,2.55,1.96
Very Low,8.40E+04,BANGRES07DEL01,mist,Drinks,motorcycle,32,4.8,12.978.453,77.643.685,12.988.453,77.653.685,19.54,92,0,2.42,22.43
Very Low,75CF,MYSRES20DEL01,scattered clouds,Drinks,motorcycle,36,4.6,12.337.978,76.616.792,12.347.978,76.626.792,18.07,81,0,2.83,19.36
Very Low,4BBB,BANGRES12DEL01,mist,Meal,motorcycle,21,4.8,12.939.496,77.625.999,12.949.496,77.635.999,19.75,91,0,2.41,12.63
Very Low,2885,SURRES010DEL02,clear sky,Buffet,scooter,22,4.8,2.117.106,72.789.292,2.119.106,72.809.292,23.54,44,0,3.3,10.73
Very Low,3FD6,RANCHIRES17DEL01,clear sky,Snack,motorcycle,36,4.7,23.374.878,85.335.739,23.384.878,85.345.739,17.71,68,0,3.05,13.81
Very Low,CD9A,KOCRES14DEL01,mist,Buffet,electric_scooter,21,4.6,10.027.014,76.308.053,10.037.014,76.318.053,22.95,94,0,2.42,14.11
Very Low,8A32,SURRES20DEL01,clear sky,Meal,scooter,29,4.5,2.115.276,72.778.059,2.116.276,72.788.059,23.89,44,0,1.96,7.45
Very Low,25A2,JAPRES19DEL01,haze,Meal,scooter,33,4.8,26.913.726,7.575.282,26.923.726,75.762.821,19.68,68,0,2.06,78.33
Very Low,3DA9,VADRES03DEL01,clear sky,Buffet,scooter,21,5,22.32,73.17,22.33,73.18,22.93,42,0,2.74,10.15
Very Low,458F,JAPRES02DEL01,haze,Snack,motorcycle,27,4.4,26.914.142,75.805.704,26.924.142,75.815.704,19.59,68,0,2.54,12.61
Very Low,445E,VADRES13DEL01,clear sky,Drinks,scooter,25,4.6,22.310.237,73.158.921,22.320.237,73.168.921,22.98,42,0,2.5,1.56
Very Low,8C8F,BANGRES07DEL01,mist,Drinks,scooter,38,5,12.978.453,77.643.685,12.988.453,77.653.685,19.54,92,0,2.42,22.43
Very Low,B16,JAPRES20DEL01,haze,Drinks,motorcycle,39,4.4,26.956.431,75.776.649,26.966.431,75.786.649,19.49,68,0,2.44,18.06
Very Low,49D6,COIMBRES08DEL01,mist,Buffet,electric_scooter,29,4.5,11.001.852,76.976.268,11.011.852,76.986.268,24.9,73,0,3.04,14.96
Very Low,3A5C,SURRES18DEL01,clear sky,Buffet,motorcycle,25,4.7,21.149.834,72.778.666,21.159.834,72.788.666,23.89,44,0,1.95,0.1
Very Low,984C,BANGRES07DEL01,mist,Drinks,scooter,39,4.8,12.978.453,77.643.685,12.988.453,77.653.685,19.54,92,0,2.42,22.43
Very Low,5DB8,VADRES05DEL01,clear sky,Meal,motorcycle,28,3.9,22.310.526,73.170.937,22.320.526,73.180.937,22.96,42,0,2.39,84.66
Very Low,D62D,KNPRES11DEL01,clear sky,Meal,scooter,34,4.6,26.474.986,80.342.796,26.484.986,80.352.796,21.82,55,0,1.55,0.73
Very Low,2525,SURRES17DEL01,clear sky,Buffet,motorcycle,26,4.5,21.149.569,72.772.697,21.159.569,72.782.697,23.97,44,0,3.12,12.25
Very Low,1CFB,MUMRES20DEL01,smoke,Snack,motorcycle,33,4,19.103.249,72.846.749,19.113.249,72.856.749,26.88,44,0,2.12,17.08
Very Low,BC61,SURRES03DEL02,clear sky,Drinks,motorcycle,27,4.8,21.186.884,72.793.616,21.206.884,72.813.616,23.39,43,0,3.09,16.06
Very Low,2FCA,VADRES05DEL01,clear sky,Buffet,motorcycle,37,4.3,22.310.526,73.170.937,22.320.526,73.180.937,22.96,42,0,2.39,10.46
Very Low,5BD8,RANCHIRES18DEL01,mist,Snack,motorcycle,26,4.9,23.351.489,85.324.253,23.361.489,85.334.253,16.05,94,0,2.28,15.18
Very Low,2.20E+07,MYSRES01DEL01,broken clouds,Meal,motorcycle,20,3.6,12.311.072,76.654.878,12.321.072,76.664.878,18.15,81,0,3.15,10.98
Very Low,CB45,AGRRES05DEL01,clear sky,Drinks,scooter,27,4.6,27.201.725,78.007.553,27.211.725,78.017.553,21.91,50,0,3.06,17.88
Very Low,1440,JAPRES20DEL01,haze,Snack,motorcycle,30,4.4,26.956.431,75.776.649,26.966.431,75.786.649,19.49,68,0,2.44,13.06
Very Low,E06A,LUDHRES20DEL01,clear sky,Drinks,scooter,39,4.6,30.885.915,75.788.259,30.895.915,75.798.259,19.08,57,0,2.81,15.63
Very Low,5362,MUMRES01DEL01,smoke,Drinks,scooter,38,4.9,1.912.663,72.829.976,1.913.663,72.839.976,27,44,0,2.15,23.96
Very Low,CD0D,BHPRES03DEL01,clear sky,Snack,motorcycle,23,4.6,23.214.294,77.435.361,23.224.294,77.445.361,18.41,57,0,2.74,12.98
Very Low,56BE,VADRES19DEL01,haze,Drinks,motorcycle,33,4.9,22.311.844,73.165.081,22.321.844,73.175.081,19.01,82,0,2.01,14.45
Very Low,20B8,RANCHIRES16DEL01,mist,Drinks,motorcycle,32,4.9,23.371.292,85.327.872,23.381.292,85.337.872,16.03,94,0,2.26,2.08
Very Low,946E,JAPRES16DEL01,haze,Drinks,motorcycle,22,4.5,26.849.596,75.800.512,26.859.596,75.810.512,19.8,68,0,2.43,15.96
Very Low,EE8,VADRES20DEL01,clear sky,Buffet,motorcycle,38,4.9,22.311.358,73.164.798,22.321.358,73.174.798,22.98,42,0,3.98,1.06
Very Low,C777,KOCRES010DEL01,mist,Drinks,motorcycle,25,4.8,10.035.573,76.336.958,10.045.573,76.346.958,23.92,88,0,2.07,21.66
Very Low,3B84,RANCHIRES20DEL01,mist,Buffet,scooter,28,4.5,2.339.925,85.390.464,2.340.925,85.400.464,16.19,94,0,1.79,1.01
Very Low,5445,MYSRES07DEL01,broken clouds,Drinks,scooter,22,4.8,12.325.461,76.632.278,12.335.461,76.642.278,18.13,81,0,3.01,18.61
Very Low,BAB4,MYSRES02DEL01,broken clouds,Snack,scooter,31,4.6,12.304.569,76.643.622,12.314.569,76.653.622,18.1,81,0,2.65,12.05
Very Low,2B50,CHENRES04DEL01,mist,Meal,scooter,31,4.6,1.302.978,80.208.812,1.303.978,80.218.812,26.46,88,0,2.15,10.26
Very Low,9F9B,INDORES06DEL01,haze,Buffet,motorcycle,33,4.9,22.728.163,75.884.212,22.738.163,75.894.212,17.08,72,0,2.2,12.71
Very Low,3B4F,MYSRES02DEL01,clear sky,Drinks,electric_scooter,27,4.7,12.304.569,76.643.622,12.314.569,76.653.622,20.38,67,0,2.65,16.05
Very Low,27A9,MYSRES15DEL01,clear sky,Drinks,scooter,34,4.6,12.352.058,7.660.665,12.362.058,7.661.665,20.7,66,0,2.66,17.05
Very Low,4CBC,VADRES14DEL01,haze,Buffet,motorcycle,24,4.8,22.311.603,73.165.012,22.321.603,73.175.012,26.01,57,0,4,1.16
Very Low,4F68,RANCHIRES18DEL01,mist,Drinks,motorcycle,37,4.7,23.351.489,85.324.253,23.361.489,85.334.253,21.05,78,0,2.28,20.18
Very Low,78CC,BANGRES04DEL01,haze,Meal,motorcycle,24,4.2,1.298.041,77.640.489,1.299.041,77.650.489,22.97,73,0,9.79,68.83
Very Low,6AE,RANCHIRES20DEL02,mist,Buffet,scooter,29,4.6,2.339.925,85.390.464,2.341.925,85.410.464,21.19,78,0,3.1,11.61
Very Low,55B9,HYDRES03DEL01,haze,Snack,scooter,28,5,17.422.819,78.449.578,17.432.819,78.459.578,24.04,57,0,3.85,14.88
Very Low,C1EF,DEHRES06DEL01,clear sky,Buffet,scooter,25,5,30.361.281,78.068.022,30.371.281,78.078.022,17.44,76,0,2.01,7.65
Very Low,820F,JAPRES07DEL01,haze,Buffet,motorcycle,28,4.8,26.766.536,75.837.333,26.776.536,75.847.333,24.16,46,0,2.37,10.88
Very Low,C311,KNPRES15DEL01,clear sky,Buffet,motorcycle,34,4.8,26.482.419,80.320.939,26.492.419,80.330.939,25.69,42,0,2.02,87.83
Very Low,5899,MYSRES19DEL01,clear sky,Drinks,scooter,37,5,12.334.022,76.618.203,12.344.022,76.628.203,20.54,67,0,2.15,16.11
Very Low,6671,CHENRES09DEL01,mist,Buffet,motorcycle,28,4.1,13.044.694,8.026.147,13.054.694,8.027.147,28.49,81,0,2.29,15.38
Very Low,B964,SURRES07DEL01,mist,Drinks,motorcycle,37,4.1,21.170.798,72.790.489,21.180.798,72.800.489,24.94,73,0,1.6,17.26
Very Low,68AB,SURRES14DEL01,mist,Buffet,scooter,32,4.9,21.157.729,72.768.726,21.167.729,72.778.726,24.98,73,0,2.41,12.33
Very Low,62B4,MYSRES11DEL01,clear sky,Meal,motorcycle,24,4.2,12.323.225,76.630.028,12.333.225,76.640.028,20.54,67,0,3.28,75.66
Very Low,8564,VADRES13DEL02,haze,Snack,scooter,21,4.5,22.310.237,73.158.921,22.330.237,73.178.921,25.99,57,0,4.83,15.96
Very Low,50C6,VADRES010DEL01,haze,Meal,scooter,20,4.5,22.310.329,73.169.083,22.320.329,73.179.083,26.01,57,0,2.9,11.45
Very Low,1F56,SURRES13DEL01,mist,Snack,motorcycle,32,4.7,21.170.096,72.789.122,21.180.096,72.799.122,24.94,73,0,2.69,13.25
Very Low,33A5,INDORES18DEL01,haze,Drinks,motorcycle,22,4.2,22.753.839,75.897.429,22.763.838,75.907.429,23.09,60,0,2.31,18.36
Very Low,C9EF,BHPRES08DEL01,clear sky,Meal,scooter,29,4.9,23.232.537,77.429.845,23.242.537,77.439.845,22.18,42,0,3.12,81.83
Very Low,1972,CHENRES07DEL01,mist,Meal,motorcycle,27,4.1,13.081.878,80.248.519,13.091.878,80.258.519,28.39,81,0,2.57,13.78
Very Low,62DB,PUNERES04DEL01,clear sky,Meal,scooter,21,5,1.851.421,73.838.429,1.852.421,73.848.429,22.92,49,0,2.06,7.55
Very Low,6881,SURRES02DEL02,mist,Buffet,motorcycle,26,4.7,21.186.608,72.794.136,21.206.608,72.814.136,25.01,73,0,3.42,12.96
Very Low,70EF,INDORES12DEL01,haze,Buffet,scooter,31,5,2.274.806,758.934,2.275.806,759.034,23.08,60,0,1.97,11.81
Very Low,A6E0,VADRES05DEL01,haze,Drinks,scooter,39,4.7,22.310.526,73.170.937,22.320.526,73.180.937,26.01,57,0,2.39,18.46
Very Low,95C0,PUNERES11DEL01,clear sky,Snack,motorcycle,25,4.2,18.533.811,73.899.315,18.543.811,73.909.315,23.1,49,0,2.3,13.58
Very Low,CA29,KOCRES07DEL01,clear sky,Buffet,motorcycle,24,4.3,9.985.697,76.281.128,9.995.697,76.291.128,27,79,0,2.55,1.07
Very Low,8375,INDORES20DEL01,haze,Snack,scooter,21,4.9,22.732.225,75.874.765,22.742.225,75.884.765,23.1,60,0,2.11,12.65
Very Low,6480,HYDRES04DEL01,haze,Meal,motorcycle,37,4.1,17.411.028,78.329.645,17.421.028,78.339.645,23.77,57,0,1.83,0.76
Very Low,A9F9,SURRES07DEL01,mist,Meal,electric_scooter,36,4.8,21.170.798,72.790.489,21.180.798,72.800.489,24.94,73,0,1.6,82.66
Very Low,4920,INDORES03DEL01,haze,Meal,scooter,36,4.9,22.751.857,75.866.699,22.761.857,75.876.699,23.16,60,0,2.22,11.36
